Address,BaseAddress,BaseSymbol,BaseDecimals,QuotedAddress,QuotedSymbol,QuotedDecimals,Tick,Fee Tier
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-57344,3000
0x6c6bc977e13df9b0de53b251522280bb72383700,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-276321,500
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,200824,10000
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,257871,3000
0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-75500,3000
0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,-1,500
0x886072a44bdd944495eff38ace8ce75c1eacdaf6,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-3250,500
0xf83d5aaab14507a53f97d3c18bdb52c4a62efc40,0x23b608675a2b2fb1890d3abbd85c5775c51691d5,SOCKS,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,30250,3000
0xd1d5a4c0ea98971894772dcd6d2f1dc71083c44e,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,LQTY,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-74015,3000
0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,-276326,500
0xff2bdf3044c601679dede16f5d4a460b35cebfee,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,POOL,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-79942,3000
0x04916039b1f59d9745bf6e0a21f191d1e0a84287,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,YFI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,13029,3000
0x5598931bfbb43eec686fa4b5b92b5152ebadc2f6,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-32707,10000
0xea4ba4ce14fdd287f380b55419b1c5b6c3f22ab6,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-32701,3000
0xdc7b403e2e967eaf6c97d79316d285b8a112fda7,0x956f47f50a910163d8bf957cf5846d573e7f87ca,FEI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-77537,500
0x1470ee019f673d0a4ec2c7cd0322a8c17c4f1a61,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0xdc2b82bc1106c9c5286e59344896fb0ceb932f53,UNI-V2,18,,3000
0xbb2e5c2ff298fd96e166f90c8abacaf714df14f8,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0x956f47f50a910163d8bf957cf5846d573e7f87ca,FEI,18,26,500
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,200818,3000
0x1c74dde716d3f2a1df5097b7c2543c5d97cfa4d3,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0xc36442b4a4522e871399cd717abdd847ab11fe88,UNI-V3-POS,0,,3000
0xe8c6c9227491c0a8156a0106a0204d881bb7e531,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-7379,3000
0x8581788cef3b7ee7313fea15fe279dc2f6c43899,0x6243d8cea23066d098a15582d81a598b4e8391f4,FLX,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-41341,3000
0x14de8287adc90f0f95bf567c0707670de52e3813,0x03ab458634910aad20ef5f1c8ee96f1d6ac54919,RAI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-65383,3000
0x0dc9877f6024ccf16a470a74176c9260beb83ab6,0x03ab458634910aad20ef5f1c8ee96f1d6ac54919,RAI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-65344,500
0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f,0xaa6e8127831c9de45ae56bb1b0d4d4da6e5665bd,ETH2x-FLI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-49938,3000
0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,0x03ab458634910aad20ef5f1c8ee96f1d6ac54919,RAI,18,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,10169,500
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,-200817,3000
0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-32667,3000
0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-55916,3000
0x3fe55d440adb6e07fa8e69451f5511d983882487,0x30bcd71b8d21fe830e493b30e90befba29de9114,🐟,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-74793,10000
0x60594a405d53811d3bc4766596efd80fd545a270,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-75500,500
0x2efec2097beede290b2eed63e2faf5ecbbc528fc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf65b5c5104c4fafd4b709d9d60a185eae063276c,TRU,18,98519,3000
0x788f0399b9f012926e255d9f22ceea845b8f7a32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf418588522d5dd018b425e472991e52ebbeeeeee,PUSH,18,89221,3000
0xbb256c2f1b677e27118b0345fd2b3894d2e6d487,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,-91,10000
0x5447b274859457f11d7cc7131b378363bbee4e3a,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,NDX,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,3000
0x19e286157200418d6a1f7d1df834b82e65c920aa,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-85573,10000
0xfaace66bd25abff62718abd6db97560e414ec074,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,RARI,18,74453,3000
0x82bd0e16516f828a0616038002e152aa6f27aedc,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,cDAI,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,116808,3000
0x2a84e2bd2e961b1557d6e516ca647268b432cba4,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,18,-66887,3000
0x32a2c4c25babedc810fa466ab0f0c742df3a3555,0x63b4f3e3fa4e438698ce330e365e831f7ccd1ef4,CFi,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-69060,3000
0xefbd546647fda46067225bd0221e08ba91071584,0x17ef75aa22dd5f6c2763b8304ab24f40ee54d48a,RVP,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-120740,10000
0x86e69d1ae728c9cd229f07bbf34e01bf27258354,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf65b5c5104c4fafd4b709d9d60a185eae063276c,TRU,18,98636,10000
0x3482296547783cb714c49e13717cd163b2951ba8,0x61ceac48136d6782dbd83c09f51e23514d12470a,Subs,0,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,437482,3000
0xae614a7a56cb79c04df2aeba6f5dab80a39ca78e,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-91539,3000
0x2552018fa2768fd0af10d32a4c38586a9bade6ce,0x70401dfd142a16dc7031c56e862fc88cb9537ce0,BIRD,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-221600,10000
0x07aa6584385cca15c2c6e13a5599ffc2d177e33b,0x469eda64aed3a3ad6f868c44564291aa415cb1d9,FLUX,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-104426,10000
0x3139bbba7f4b9125595cb4ebeefdac1fce7ab5f1,0x3155ba85d5f96b2d030a4966af206230e46849cb,RUNE,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-76257,3000
0x7ddc2c3d12a9212112e5f99602ab16c338ec1116,0x8eb24319393716668d768dcec29356ae9cffe285,AGI,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,10000
0x3cec6746ebd7658f58e5d786e0999118fea2905c,0x87d73e916d7057945c9bcd8cdd94e42a6f47f776,NFTX,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,3000
0x85498e26aa6b5c7c8ac32ee8e872d95fb98640c4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xe2311ae37502105b442bbef831e9b53c5d2e9b3b,BANANA,18,-887272,10000
0x5eb5dc3d8c74413834f1ca65c3412f48cd1c67a6,0x9b00e6e8d787b13756eb919786c9745054db64f9,wSIENNA,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,10000
0x35815d67f717e7bce9cc8519bdc80323ecf7d260,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,BNT,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-85077,3000
0x4628a0a564debfc8798eb55db5c91f2200486c24,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,RNDR,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-68651,3000
0x2356b745747ed77191844c025eddc894fce5f5f6,0xad1b76e3c019359bf78b6ab5e0f84e3488ffc2a2,UNI-V3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-50146,10000
0xede8dd046586d22625ae7ff2708f879ef7bdb8cf,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-65770,3000
0xa80964c5bbd1a0e95777094420555fead1a26c1e,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-75494,10000
0xbfa7b27ac817d57f938541e0e86dbec32a03ce53,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xec0a0915a7c3443862b678b0d4721c7ab133fdcf,WOA,18,-228,10000
0xdceaf5d0e5e0db9596a47c0c4120654e80b1d706,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-233015,3000
0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-193247,3000
0xb2cd930798efa9b6cb042f073a2ccea5012e7abf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xe4ab53ac2f495c0ac210ddf01a5f7b598809c3bc,DOGE,18,104147,500
0x5c0f97e0ed70e0163b799533ce142f650e39a3e6,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,cDAI,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,10000
0xf15054bc50c39ad15fdc67f2aedd7c2c945ca5f6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,18,236944,3000
0x28af48a3468bc4a00221cd35e10b746b9f945b14,0x84679bc467dc6c2c40ab04538813aff3796351f1,CHONK,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-24529,3000
0xc3881fbb90daf3066da30016d578ed024027317c,0x9f9c8ec3534c3ce16f928381372bfbfbfb9f4d24,GLQ,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-127635,10000
0xc2ceaa15e6120d51daac0c90540922695fcb0fc7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xcdb9d30a3ba48cdfcb0ecbe19317e6cf783672f1,MNDCC,18,77399,10000
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,57041,3000
0x632e675672f2657f227da8d9bb3fe9177838e726,0xb4efd85c19999d84251304bda99e90b92300bd93,RPL,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-40033,3000
0xc9c3d642cfefc60858655d4549cb5acd5495e90e,0x221657776846890989a759ba2973e427dff5c9bb,REPv2,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-238260,3000
0x57af956d3e2cca3b86f3d8c6772c03ddca3eaacb,0x808507121b80c02388fad14726482e061b8da827,PENDLE,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-76979,3000
0x7f54b107fb1552292d8f2eb0c95c9ae14af1a181,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xcc394f10545aeef24483d2347b32a34a44f20e6f,VGT,18,134238,10000
0xbd5fdda17bc27bb90e37df7a838b1bfc0dc997f5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,0xdb25f211ab05b1c97d595516f45794528a807ad8,EURS,2,-887272,500
0xb6873431c2c0e6502143148cae4fab419a325826,0x3832d2f059e55934220881f831be501d180671a7,renDOGE,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,142199,10000
0x45f199b8af62ab2847f56d0d2866ea20da0c9bbc,0x2d94aa3e47d9d5024503ca8491fce9a2fb4da198,BANK,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-121974,3000
0x9db9e0e53058c89e5b94e29621a205198648425b,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,57031,3000
0xd340b57aacdd10f96fc1cf10e15921936f41e29c,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,wstETH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,1248,500
0x13236638051f7643c0006f92b72789684dc92477,0x7c974104df9dd7fb91205ab3d66d15aff1049de8,WUSD,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-276437,500
0x44f6a8b9ff94ac5dbbafb305b185e940561c5c7f,0x0ada190c81b814548ddc2f6adc4a689ce7c1fe73,YAXIS,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-62301,3000
0x391e8501b626c623d39474afca6f9e46c2686649,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,333369,3000
0x9663f2ca0454accad3e094448ea6f77443880454,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,LUSD,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,,3000
0xb13b2113dc40e8c2064f6d49577250d9f6131c28,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc52c326331e9ce41f04484d3b5e5648158028804,ZCX,18,102862,10000
0x1c83f897788c1bb0880de4801422f691f34406b6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf59ae934f6fe444afc309586cc60a84a0f89aaea,PDEX,18,69059,3000
0xd94fdb60194fefa7ef8b416f8ba99278ab3e00dc,0xbb1ee07d6c7baeb702949904080eb61f5d5e7732,DINU,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-295472,10000
0x64652315d86f5dfae30885fbd29d1da05b63add7,0x4e15361fd6b4bb609fa63c81a2be19d873717870,FTM,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-89122,3000
0x564ac0f88de8b7754ee4c0403a26a386c6bf89f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xd5525d397898e5502075ea5e830d8914f6f0affe,MEME,8,-207241,3000
0xfaa318479b7755b2dbfdd34dc306cb28b420ad12,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-57233,500
0x6b1c477b4c67958915b194ae8b007bf078dadb81,0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab,⚗️,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-69180,3000
0xdc2c21f1b54ddaf39e944689a8f90cb844135cc9,0xba100000625a3754423978a60c9317c58a424e3d,BAL,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-59938,3000
0xf5381d47148ee3606448df3764f39da0e7b25985,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,POLS,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-86640,3000
0xb853cf2383d2d07c3c62c7841ec164fd3a05a676,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf1738912ae7439475712520797583ac784ea9033,XGT,18,107078,3000
0xa424cea71c4aea3d11877240b2f221c027c0e0be,0x27702a26126e0b3702af63ee09ac4d1a084ef628,ALEPH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-100386,3000
0x8661ae7918c0115af9e3691662f605e9c550ddc9,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-84426,3000
0x9e0905249ceefffb9605e034b534544684a58be6,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,HEX,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,107875,3000
0xb97909512d2711b69710b4ca0da10a3a7e624805,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0x798d1be841a82a273720ce31c822c61a67a601c3,DIGG,9,887271,3000
0x5b7e3e37a1aa6369386e5939053779abd3597508,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,RIO,18,90312,3000
0x5494d3a61369460147d754f3562b769218e90e96,0x58b6a8a3302369daec383334672404ee733ab239,LPT,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-52571,3000
0xd390b185603a730b00c546a951ce961b44f5f899,0xb78b3320493a4efaa1028130c5ba26f0b6085ef8,DRC,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-99800,10000
0xbd233d685ede81e00faaefebd55150c76778a34e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf80d589b3dbe130c270a69f1a69d050f268786df,DAM,18,110697,10000
0xc1df8037881df17dc88998824b9aea81c71bbb1b,0x77fba179c79de5b7653f68b5039af940ada60ce0,FORTH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-62779,10000
0x903d26296a9269f9cfc08d6e5f640436b6d2f8f5,0x1337def16f9b486faed0293eb623dc8395dfe46a,ARMOR,18,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,-887272,10000
0xc75a99fa00803896349891f8471da3614bd07564,0x23b608675a2b2fb1890d3abbd85c5775c51691d5,SOCKS,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,27774,10000
0x6ad1a683e09843c32d0092400613d6a590f3a949,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf9a2d7e60a3297e513317ad1d7ce101cc4c6c8f6,rUSD,18,73769,3000
0xc5af84701f98fa483ece78af83f11b6c38aca71d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,-200824,10000
0xd626e123da3a2161ccaad13f28a12fda472752af,0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,RIO,18,0xf9a2d7e60a3297e513317ad1d7ce101cc4c6c8f6,rUSD,18,-16085,3000
0x695b30d636e4f232d443af6a93df95afd2ff485c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xcf3c8be2e2c42331da80ef210e9b1b307c03d36a,BEPRO,18,146651,3000
0xe845469aae04f8823202b011a848cf199420b4c1,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-259092,10000
0xa6f253d4894e0cbb68679816cfee647eec999964,0xaa6e8127831c9de45ae56bb1b0d4d4da6e5665bd,ETH2x-FLI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,10000
0xa2f6eb84cf53a326152de0255f87828c647d9b95,0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,Auction,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-47797,3000
0x919fa96e88d67499339577fa202345436bcdaf79,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xd533a949740bb3306d119cc777fa900ba034cd52,CRV,18,77819,3000
0x5764a6f2212d502bc5970f9f129ffcd61e5d7563,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-193179,10000
0x360b9726186c0f62cc719450685ce70280774dc8,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-57306,10000
0x7eac602913b707a6115f384fc4cfd7c5a68f538e,0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab,⚗️,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-887272,3000
0x9d9590cd131a03a31942f1a198554d37d164e994,0x104e072f3a7447e803e451b2aec296c73c5ce668,PYRENEES,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,10000
0xc4580c566202f5343883d0c6a378a9de245c9399,0x2f109021afe75b949429fe30523ee7c0d5b27207,OCC,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,-259929,3000
0xb2d26108582ac26d665f8a00ef0e5b94c50e67aa,0x300a902513815028e97fc79e92082ce6a98d3b74,SOX,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-887272,10000
0x157dfa656fdf0d18e1ba94075a53600d81cb3a97,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,UMA,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-70741,3000
0xe0e1b825474ae06e7e932e214a735640c9bc3e71,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xe88f8313e61a97cec1871ee37fbbe2a8bf3ed1e4,VAL,18,84719,3000
0x48783a921e9fe6e9f48de8966b98a427d2ccbef0,0x094f00cb5e31ab6164e3cacb654e8d6c2b3b471c,PROS,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,196963,3000
0x46add4b3f80672989b9a1eaf62cad5206f5e2164,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xc944e90c64b2c07662a292be6244bdf05cda44a7,GRT,18,96662,10000
0x5654b1dd37af02f327d98c04b72acdf01ba2835c,0x8ffe40a3d0f80c0ce6b203d5cdc1a6a86d9acaea,IGG,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,103106,3000
0x27878ae7f961a126755042ee8e5c074ea971511f,0x8e9a29e7ed21db7c5b2e1cd75e676da0236dfb45,HUB,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,-230183,10000
0x5d4f3c6fa16908609bac31ff148bd002aa6b8c83,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-55931,500
0x9e588733b77abd51879f391fce7beb6a1de7bdbd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed,RAINI,18,118578,10000
0xfc6f0f91a8f61bea100b3c15affabd486fc1507c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xf8939164a46fbe9fc923f837221eb541e3c7e7b0,PENKY,18,46415,3000
0xa1446c173f9a78a471958c3d667f82213995f1e4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xe552dfeae83f01ada1a5e071c7f590a63e3c24b8,420,18,160595,3000
0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,257851,500
0x9359c87b38dd25192c5f2b07b351ac91c90e6ca7,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,DPI,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,-31939,3000
0x71eaa3f86a541177f64a15c5f5479aedcc426860,0x77fba179c79de5b7653f68b5039af940ada60ce0,FORTH,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,6,-263098,3000
0x4e57f830b0b4a82321071ead6ffd1df1575a16e2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,0xff20817765cb7f73d4bde2e66e067e58d11095c2,AMP,18,136713,10000
